review_id,puskesmas_id,puskesmas_name,wilayah,rating,stratum,review_text
PKM_SMG_005_R0177_39641983,PKM_SMG_005,Candilama,Semarang,1,Semarang | panjang | 1★,"Siang min, saya kasih rating bintang 1 untuk juru parkirnya TOLONG dong di benahin jangan kayak preman ngehadang org kluar minta duit parkir aja. G' cuman 1 atau dua kali sudah sangat sering sekali. Juru parkir kok asik sendiri ngobrol kadang juga duduk duduk aja.

Hari ini tgl 15 April 2025 saya mengalami hal iyg tidak menyenangkan, dari awal saya datang dariarah sebrang tidak di bantu nyebrangin, waktu mau parkir juga TDK di bantu cari parkir ataupun di rapikan motor yg parkirnya awut²an biar pengunjung bisa lebih mudah parkir malah sibuk ngobrol sama org sibuk mintain uang parkir di depan tanpa bantuin org kluarin motor. Di tegur malah g' trima malah ngelarang² org buat parkir lagi di situ, lah emang puskesmas punya kamu apa 🤣🤣 kalo tadi saya g' buru² saya bakal masuk ke kantor puskesmas buat kasih pelajaran kamu !! Orang mau punya uang ya kerja org kamu masih sehat bugar juga apa bedanya kamu sama preman atau pengemis !! Ciri² bapak juru parkirnya di orgnya yg tinggi

Disini saya tidak mempermasalahkan uang ya tapi cara dia tidak sopan masih ngeyel lagi."
PKM_SMG_016_R0197_983bc736,PKM_SMG_016,Lamper Tengah,Semarang,2,Semarang | pendek | 2★,Aoa bisa memakai bpjs
PKM_BTL_023_R0385_ed71aaa9,PKM_BTL_023,Sedayu 1,Bantul,1,Bantul | sedang | 1★,Pak pusat kesehatan masyarakat kok harus bayar biaya parkir pak..
PKM_BTL_005_R0181_4d12b157,PKM_BTL_005,Bantul 1,Bantul,1,Bantul | panjang | 1★,"Karena saya pasien baru dan belum tau alurnya, lah malah sempet agak digas sama bidannya. Padahal kesalahan bukan di saya tapi karena petugas lain yang ngarahin. Tapi setelah tahu bukan kesalahan saya, bidannya jadi pada baik wkwk.

Tolong dong kalau ada yang baru dan nggak tahu ya nggak usah emosi dulu.

Terus, kemarin imunisasi anak di sini, niatnya karena deket dari rumah. Cuma nanya jenis vaksin apa yang digunain buat Rotavirus, tujuannya biar saya yang akan pindah kota ini tahu jenisnya dan bisa nyari vaksin yang sama buat imunisasi Rotavirus selanjutnya di kota lain.

Eh dijawab bidannya, ""Lah vaksin Rotavirus mah itu aja tinggal bilang mau imunisasi Rotavirus. Udah itu doang...""

Lah dikira saya bodoh, kan jenisnya ada beberapa, bukan cuma satu doang. Padahal disarankan menggunakan jenis vaksin yang sama untuk imunisasi selanjutnya.

Kalau dijawab kaya gitu, terus gimana? Duh, bad service banget deh."
PKM_SBY_018_R0164_3b713fdb,PKM_SBY_018,Mulyorejo,Surabaya,1,Surabaya | panjang | 1★,"Kali ini bener bener kecewa di poli gigi , saya sudah beberapa kali bolak balik dan baik baik saja tambal gigi nya , terahir tambal gigi saya gigi graham dan dokternya bilang kalau rawan bolong lagi dan dokter juga sempat bilang kalau bolong siap di tambal lagi apa bila tidak ada keluhan sakit, pas sekarang saya mau tambal dengan posisi gigi yang sama dan tidak ada keluhan sakit yang seharus nya di tambal seperti omongannya waktu itu , tapi malah di suruh di rujuk di rs. Di cek hanya sebentar saja sudah di ketuk juga tidak terasa sakit tapi masih ngotot untuk di rujuk di rs, dan sempat bilang tidak ada bahannya untuk di tambal, maksudnya ini malas atau gimana? Atau memang mood"" an kalau nambal gigi pasien ???!!"
PKM_SMG_022_R1071_011697bd,PKM_SMG_022,Ngaliyan,Semarang,1,Semarang | sedang | 1★,Pegawainya tidak ramah sama sekali kalo ngomong keras sekali kaya saya gak denger padahal saya denger kelihatan galakgalak pelayanan umum tapi kok kaya gini
PKM_SMG_014_R0506_e2c83787,PKM_SMG_014,Kedungmundu,Semarang,1,Semarang | sedang | 1★,"Yang ngedata pake baju putih judes banget, BPJS bayar aja dijudes i gimana yang pbi pemerintah. Inget kalian  kerja buat ngelayani masyarakat bukan ngerumpi"
PKM_SBY_003_R0205_93624e7f,PKM_SBY_003,Banyu  Urip,Surabaya,1,Surabaya | sedang | 1★,"Loket gak ramah kalo kasih info setengah"" trs ke dokter gigi juga dokternya konyol dahlah faskes apaan"
PKM_SBY_034_R1041_e96d3801,PKM_SBY_034,Gading,Surabaya,1,Surabaya | sedang | 1★,"Ini no tlp gk bisa di hubungi trs , no wa jg centang aja , sbtlnya yg bisa d akses no brp yg benar ?? Susah jg kl mau tanya2 info pelayanan"
PKM_SMG_006_R0452_fd3bf8e8,PKM_SMG_006,Gayamsari,Semarang,1,Semarang | sedang | 1★,"pelayanan online tidak jelas, tidak ada penjelasan kalau setelah online bisa langsung masuk jadi harus menunggu berjam jam"
PKM_BTL_025_R0939_e10188aa,PKM_BTL_025,Sewon 1,Bantul,1,Bantul | panjang | 1★,"Sangat tidak di sarankan untuk tes swap PCR di sini, sangat tidak Memuaskan. Sangat MENYIKSA, tidak handal dan tidak profesional. Hidung saya kanan kiri di sogtok kayak bersihin botol sampai dua duanya berdarah. Saya 4 kali Antigen, 2 kali PCR. Ga ada yang kayak ini. Yang lain lembut. Ini seperti newbie yang disuruh nge swap. Tidak layak. Pelayanan yg buruk. Orang bertanya malah di marahin. Kapok seumur hidup swap di sini."
PKM_BTL_005_R0648_2a4bfc00,PKM_BTL_005,Bantul 1,Bantul,2,Bantul | panjang | 2★,Tes bebas narkoba sm sehat jasmani disini buat cpns tu ditarif lebih mahal dari yg laen alasannya karena bukan ktp bantul. Emg kalo org bantul berobat di puskesmas kota jogja digituin jg kah? Apa ada aturan nya gt? Udh gt nunggu nya lama bgt hampir 2jam krn yg ngerjain orgnya cm 1. Tempat parkir buat mobil sempit jd susah
PKM_SMG_033_R1448_88184cea,PKM_SMG_033,Srondol,Semarang,1,Semarang | panjang | 1★,"Pelayanan baik petugas ramah. Cuman yang minus tukang parkir itu ngapain dah. Pelayanan publik kok ada parkir liarnya. Kalo mau ada parkir sekalianlah masuk ke pendapatan bukan pajak, parkir ada karcisnya. Biar kita tau. Udah gitu duduk doang kaga ngatur apapun cuman mintain duit."
PKM_SBY_041_R0040_597bc1ed,PKM_SBY_041,Krembangan Selatan,Surabaya,1,Surabaya | sedang | 1★,Untuk antrian nya sangat kurang....tidak sesuai...
PKM_SBY_013_R0023_ccca3929,PKM_SBY_013,Keputih,Surabaya,1,Surabaya | panjang | 1★,"Dtng ke pukesmas cabut gigi ank dpt prlakuan krng baik dri pegawai di poli gigi , namanya ank cabut gigi psti takut psti triak2 kan ,tp muka dri pegawai di poli giginya klihatan sekali klo tdk suka dan muak ngeliat nya .
Pdhal dri tenaga medisnya sangat baik2 saja dan sangat sabar krna tau ank2 psti tkut klo di ajak cabut gigi .
Cm g hbs pkirnya sma pegawai yg di dlm poli gigi ibu2 nya , g enk sekali ngeliat nya ..
Saya pkir cm perasaan saya atau gmn , tp pas saya pamit utk plng dan blng trima kasih smbil senyum2 .. Tdk di jwab , tdk di respon dgn baik , dan tdk di pedulikan sma ibu2 nya ,Mlh ngeliat saya sprti orng yg sangat benci sma saya dan ank2 saya .
Saya rasa g cocok sekali sebagai pegawai yg brkrja di layani publik  brsikap sprti itu .
Kirian brta dluaran hoax tentang pegawai pukesmas keputih yg krng ramah sma orng , trnyata stelah dtng sndri bnran trjadi dan merasakan nya ."
PKM_BTL_005_R0035_9ded70bb,PKM_BTL_005,Bantul 1,Bantul,2,Bantul | panjang | 2★,"Bukan cuman sekali dua kali ke puskesmas ini, bahkan sering. Tapi baru kali ini kecewa sama pelayanan di lab. Antrianku di paling bawah, tp yg dipanggil malah antrian dari atas (orang2 yg datengnya setelah aku, malah dipanggil duluan). Dan aku nunggu 1.5 jam baru kepanggil:))) Mau protes tp semua orang juga antri. Tp ini gak adil sih. Semoga bisa dievaluasi. Trims!!"
PKM_SMG_020_R1089_cdbaaff4,PKM_SMG_020,Mijen,Semarang,1,Semarang | pendek | 1★,"Bidan yg diruang mtbs kurang ramah n galak,"
PKM_SBY_013_R0255_f6e7665e,PKM_SBY_013,Keputih,Surabaya,1,Surabaya | sedang | 1★,"Pelayanan dlm program cek kesehatan gratis pelayanan kurang bagus, alur pelayanan tidak jelas - tidak ada petunjuk, ruang screning dokter nampak tidak rapi, cenderung kotor,"
PKM_SBY_055_R0229_faca7307,PKM_SBY_055,Sidotopo Wetan,Surabaya,2,Surabaya | panjang | 2★,"Sebenarnya pelayanan sudah baik, hanya sja hari ini PASIEN MEMBLUDAK mugkin gara2 kmaren tgl merah...
Alhasih pasien yg ANTRE d LABORATORIUM sangat banyak....
Sya sja menuggu kurleb 3 jam....
Setelh sya masuk LAB, baru sya tau...
Yg lama bukan karna kinerjanya, tp TENAGA AHLI BAGIAN LABORATORIUM KURANG ..
Pasien sbanyak itu, petugasnya cm ada 2....
Y Allah.... Kasian bgt, petugasnya capek bgt....
Tolong DITAMBAH LAGI PETUGAS LABORATORIUM y min....
Dan 1 lg keluh kesahku...
Ruang tuggu PANAS POLLL....
Sebenarnya kipasnya ada....
Tp hanya dibuat PAJANGAN DOANK kayae ..
Sehingga banyak pasien terutama anak kecil yg rewel....
Tolong y fasilitas nya lebih diperbaiki...
Terimakasih....
🙏🙏🙏🙏🙏"
PKM_SBY_062_R0338_b7efa205,PKM_SBY_062,Tenggilis,Surabaya,1,Surabaya | sedang | 1★,"Sangat BURUUUKKK, SUDAH ANTRI ONLINE TAPI YG DI PANGGIL GAK SESUAI URUTAN
MENDING GAUSA ADA ANTRIAN ONLINE, PAKE SISTEM YG DATANG DULU DI LAYANI DULU !!!"
PKM_SBY_027_R0123_04cc490c,PKM_SBY_027,Wiyung,Surabaya,1,Surabaya | sedang | 1★,Susternya galak pdhl yg punya sistem situ... harusnya pelayanan puskesmas ramah untuk masyarakat bukannya judes🤭🤗
PKM_SMG_008_R0296_4fffbbf2,PKM_SMG_008,Gunungpati,Semarang,2,Semarang | panjang | 2★,"aslinya males mau periksa di sini...tapi mau gak mau karna faskes 1 babe di sini n kudu minta pengantar tiap 3 bulan di sini. sbnernya fasilitasnya sudah mayan ada perubahan, pendaftaran bagus, cuman yg dari dulu bikin gak suka ntu cara ngomong dokternya itu lho. kan kalau dokter harusnya jdi pendengar yg baik kan ya, eh lha ini si pasien nya lg jelasin udh dipotong duluan, pakek suara ngegas lagi. kayaknya soft skill nya kudu diupgride ini dokter pukesmas gunungpati. ini yg bikin q dan suami pindah faskes..gaji di bayar rakyat dari pajak kok kayak gitu yak..gak bayangin gitu jadi kita yg lg berobat kalau di ketusin kayak gimana

Yang namanya riska di pelayanan umum, juga minta tolong nada bicaranya di benerin.. Yang ramah, ngomong sama orang tua kayak ngomong sama bakul di pasar"
PKM_SMG_035_R0520_770b832a,PKM_SMG_035,Telogosari Kulon,Semarang,1,Semarang | panjang | 1★,"mohon maaf saya sangat kecewa . saya datang jam 11 mengantri dipanggil di ruangan dokter jam stengah 2 , pas uda masuk kirain di periksa secara fisik , ternyata cuma ditanyain keluhan apa gaada 5 menit sudah disuruh keluar , trus fungsi bed dan alkes lainnya didalam untuk apa ya? bukannya selayaknya orang periksa itu pasti rebahan , lalu diperiksa dengan sungguh2 , yang saya kecewa adalah sia sia menunggu berjam2 cuma gitu aja tindakannya. yg saya tidak habis pikir lagi, yg namanya kita pakai BPJS bukankah semua pelayanan yang akan dilakukan disitu sudah harus tercover ? masa saya disuruh lab harus bayar lagi 70.000 ? ini sebenrnya semua pihak pemerintahan mengetahui ga sih? parkir mahal bgt 4.000 loh.. mbok ya tolong dibenahi pelayanannya, terutama pas memeriksa pasien, masa di periksa cuma duduk terus ditanya doang apa yg dirasain, malah serasa kek interview , dipegang juga engga hadehh bad banget 😌"
PKM_SBY_005_R0238_b3b7cdb1,PKM_SBY_005,Dukuh  Kupang,Surabaya,1,Surabaya | panjang | 1★,"Hancurr hancurr
Pertama ke pukesmas ini sakit gerd sampai sesek nafas, dan di periksa katanya tidak ada masalah apa apa, saya di suruh pulang ,dan alhasil saya pergi ke rs lain dan di anjurkan untuk rawat inap soalnya penyakit sudah parah
Ke dua yang paling gila ,saya kesini cek iritasi dan di lap hasilnya HIV dengan rasa sedih saya putus asa dengan hasilnya, saya tes darah ke RS dr soetomo saya tidak mempunyai virus itu
Ke tiga saya cek kehamilan istri saya, sudah antri cek dll, hasil goldar nya berbanding terbalik sma yg asli
Ke empat saya mau copot gigi,mau copot gigi saja malah di kasih rujukan, sengkan di rs ini menyediakan,
Menurut gua ini rs berdokter jiwa buka rs jiwa lagi"
PKM_SMG_004_R0402_c0e8adeb,PKM_SMG_004,Bulu Lor,Semarang,1,Semarang | panjang | 1★,"Ceritanya Saya vaksin di puskesmas ini, dan dilayani dgn baik saat cek tensi. Tapi pas dipanggil dan masuk ruang vaksin, lahh malah ada salah satu oknum petugas vaksin bilang ngapain kesini (dgn nada dan muka yang songong beut dahh ) (itu posisi saya mau duduk yah dan kaga jdi duduk karena dibilang kek gtu) kemudian ada petugas lain tuh yang dengan sopan langsung ngademin bilang bisa tunggu diluar dulu mba (dalam hati, saya masuk juga karena DIPANGGIL woyy, gile aja tiba2 nyelonong masuk kek maling aja). Akhirnya ada petugas yang minta berkas saya supaya segera di layani (kasian kali lihat saya sudah masuk ehh disuruh keluar). TOLONG bapak/ibu yang terhormat kalau kaga bisa melayani dengan setulus hati setidaknya jgn buat pasien jdi merasa tdk dihargai dah.

Fyi saya vaksin msh pagi, masa iya sdh capek melayani pasien sehingga badmood hadehhhh"
PKM_SBY_053_R0450_1adb6248,PKM_SBY_053,Sememi,Surabaya,2,Surabaya | sedang | 2★,"Apa benar selama puasa jam operasional berubah? karena di gerbang ditulis tutup 11.30. saya datang jam 10.53 dibilang tutup, padahal saya bawa bayi dan perlu ongkos ojek utk bisa kesini."
PKM_SMG_001_R0223_f8c6e3fe,PKM_SMG_001,Bandarharjo,Semarang,1,Semarang | panjang | 1★,"Sangat buruk perlakuan mas mas yg melayani di bagian pendaftaran surat sehat untuk KPPS, membentak dihadapan org banyak karna terlewat nmr antrian padahal saya ada kondisi darurat, orang berpendidikan harusnya ramah dan sopan kepada siapapun!!"
PKM_SMG_026_R0256_506b1285,PKM_SMG_026,Pandanaran,Semarang,1,Semarang | panjang | 1★,"Kecewa dengan pelayanan nya, penangan dokter nya seperti tidak niat dibanding klinik biasa , diperiksa sekenanya saja,

Terutama untuk dokter gigi, sudah jelas pasien gigi impaksi dan berlubang,

tp hanya diberi rujukan cabut gigi yang rusak saja, dokter tidak menjelaskan bahwa gigi pasien trnyta impaksi,

Kalau mau cabut gigi impaksi harus kembali lagi minta surat lagi

buang buang waktu, tidak efisien , pasien masih kesakitan,

Pengalaman di klinik lain lsg diberi surat rujukan satu kali untuk penanganan gigi impaksi sekaligus cabut gigi rusak , (dokter lsg tahu mana yg harus segera ditangani)

Dengan keluhan yang sama tp tindakan sungguh berbeda,

Semoga segera dapat dievaluasi kinerja dokter nya"
PKM_SMG_009_R0709_61810f4c,PKM_SMG_009,Halmahera,Semarang,1,Semarang | sedang | 1★,Pegawai kurang ramah padahal posisi korban kecelakaan tapi malah menyepelakan dengan alasan pasien tidak luka parah.
PKM_BTL_025_R0960_93750f3b,PKM_BTL_025,Sewon 1,Bantul,1,Bantul | pendek | 1★,Kalau mau cabut gigi bisa ngak ya?
PKM_SMG_008_R0799_c0b57d99,PKM_SMG_008,Gunungpati,Semarang,1,Semarang | panjang | 1★,"Di tulis igd 24 jam tapi jam 2.30 di bell di ketok ga ada yang jawab, yang piket juga tidak berada di tempat.
Kejadian tanggal 31 januari 2020 pukul 2.30 wib.
Sungguh sangat mengecewakan, kalau memang tidak 24 jam jangan ditulis 24 jam.
Semoga ada evaluasi dari pihak terkait."
PKM_SBY_039_R0289_17f46f43,PKM_SBY_039,Kenjeran,Surabaya,2,Surabaya | pendek | 2★,pelayanan nya lama bangettt!!!
PKM_SBY_008_R0812_cf1e39f3,PKM_SBY_008,Jagir,Surabaya,2,Surabaya | sedang | 2★,Gak sesuai dgn nomer antriannya...  Tetap saja nunggunya lama meskipun daftar online
PKM_SBY_032_R0653_fd9a0aa5,PKM_SBY_032,Dr Soetomo,Surabaya,1,Surabaya | panjang | 1★,"Kalau ada bintang separuh bakal saya kasih bintang separuh saja untuk puskesmas ini. Orang sakit gak diperiksa dengan betul trus bikin diagnosanya juga asal bikin pasien merasa gak percaya dengan pelayanannya.
Kalau ada yang kasih ulasan bintang 5 itu pasti dari kenalan puskesmasnya saja. Bukan real dari masyarakat."
PKM_BTL_003_R0304_e7a8dbee,PKM_BTL_003,Banguntapan 2,Bantul,1,Bantul | sedang | 1★,Pelayanan dari dokter sangat baik bahkan responsif. Hanya saja pelayanan dari tenaga kerja lainnya yang kurang baik. Tidak ramah dan terkesan galak.
PKM_SBY_007_R0026_803cb56a,PKM_SBY_007,Gunung  Anyar,Surabaya,2,Surabaya | pendek | 2★,Lumayan nunggu 2 jam buat periksa
PKM_SBY_053_R0508_196c3c47,PKM_SBY_053,Sememi,Surabaya,2,Surabaya | sedang | 2★,Bagian pelayanan antrian kurang memuaskan dan bagian apotik masnya jg kurang memuaskan ...karena ibu saya baru pertama ini ke puskesmas ....tolong di perhatikan pelayanannya karena sama orang tua
PKM_BTL_003_R0115_836c0ca6,PKM_BTL_003,Banguntapan 2,Bantul,1,Bantul | panjang | 1★,"Tolong jangan mberikan izin untuk mahasiswa magang yang memang tidak kompeten untuk suntik vaksin anak, masak mau vaksin anak d keroyok begitu gimana anak tenang. Bisa kan d kondisikan untuk studi kasus pun ndak d keroyok begitu mengamatinya, kemudian jika suntikan sudah tertusuk d lengan anak apakah wajar jika asal cabut, kemudian di suntik ulang dengan kondisi mahasiswa yang menyuntik tremor tangannya? Kalau sudah tidak yakin ndak usah ikutan coba2 suntik..Saya yg orang dewasa saja kesakitan kalau di begitu kan ini anak baru 1 tahun jangan asal donk! lebih baik di kerjakan bidannya/perawat/dokter yang berkompetensi langsung. 5 hari lebam memar dan bergaris tampak jelas bekas suntikannya! Biasanya periksa di sini aman saja sayang tenaga nakesnya bagus kalau kasus begini tdk d perhatikan."
PKM_SMG_037_R0496_6332ff01,PKM_SMG_037,Karanganyar,Semarang,1,Semarang | panjang | 1★,"swab antigen disini sumpah sudah nunggu satu setengah jam tidak dipanggil namanya lagi, malah sibuk sendiri petugasnya, plis kalah sama layanan klinik lain, tolong ditingkatkan lagi sistem online. sudah  nunggu lama, di peduli lindungi juga g ngupdate buang buang waktu saja"
PKM_SBY_055_R0339_abd95b9a,PKM_SBY_055,Sidotopo Wetan,Surabaya,1,Surabaya | pendek | 1★,Masang no tlp tapi gk bisa dihubungi.
PKM_SBY_002_R0075_f6158c41,PKM_SBY_002,Bangkingan,Surabaya,1,Surabaya | panjang | 1★,"Dulu waktu vaksin pelayanan bagus , mulai dari pendaftaran sampai dokter nya, TAPI sekarang buruk pelayanan nya kurang ramah, padahal dulu ku sanjung"" ku pikir di puskesmas sini berbeda karena rata"" pelayanan di puskesmas tau lah yaa seperti apa 😅 tapi ternyata sama ajaaa minus 🤣🙏🏻 entah dulu beda orang / gimana aq tak tau ⭐️"
PKM_SBY_050_R0433_456510e7,PKM_SBY_050,Perak Timur,Surabaya,1,Surabaya | pendek | 1★,Pelayanan Sangat Sangat Sangat Sangat Amat Buruk
PKM_SBY_004_R0171_46071caa,PKM_SBY_004,Bulak  Banteng,Surabaya,1,Surabaya | panjang | 1★,"Pelayanan buruk, sudah dua hari bolak balik ke puskesmas niat mau berobat malah nyusahin pasien mas"" loket belum tau pasti jadwal dokter"" yg masuk, menyusahkan orang , dari dulu mas"" loket kerjanya ga bagus
Beda dengan puskesmas lain yg tau betul jadwal dokter yg masuk"
PKM_SMG_002_R0693_adf267f7,PKM_SMG_002,Bangetayu,Semarang,2,Semarang | sedang | 2★,"Untuk pelayanan baik, ketertipan nya baik. Sesuai no antrian. Petugas nya ramahan, arahan nya midah untuk di mengerti dan di pahami🥰"
PKM_SBY_058_R0494_8e28e475,PKM_SBY_058,Tambakrejo,Surabaya,1,Surabaya | panjang | 1★,"Ini pukesmas punya pelayan buruk sekali,.
Dari semua pegawai kerja itu lelet,lama banyak mondar mandi maju kiri maju kanan,. Masuk pintu keluar pintu,.
Saya lihat itu buka jam 7:30 sampai jam 8.00 sekarang belom buka.
Perawat datang,masuk kamar puh pada main hp semua,ketawa ketawa,.
Situ orang tidak tau kalau di ruang tunggu ini banyak.orang sakit,..

Saya jauh jauh dari papua untuk berobat di sini,..
Eh punya pelayanan buruk sekali,masah kala sama pukesmas di papua,. Mereka punya pukesmas tempat kecil tp pelayanan nomer 1.
Mereka mementingkan keselamatan pasien,ketimbang main hp sama ketawa ketawa,.

Terimakasih ibu mami papa,.
Semoga kedepannya pukesmas ini tambah rame pasien, tambah lama pula pelayanan,."
PKM_SMG_007_R0184_f4e1737e,PKM_SMG_007,Genuk,Semarang,1,Semarang | sedang | 1★,"Petugas di pendaftaran nya diganti aja bisa gak? Petugas pendaftaran kok nyengit gitu.
Diganti yg masih muda biar bisa sabar."
PKM_SMG_009_R0203_f7e3c7aa,PKM_SMG_009,Halmahera,Semarang,1,Semarang | pendek | 1★,Puskesmas Taek    BPJS gunananya apa ngurus biat
PKM_SBY_003_R0013_270a9cf1,PKM_SBY_003,Banyu  Urip,Surabaya,1,Surabaya | panjang | 1★,"Saya dari jaman corona sudah mau cabut gigi disini tapi selalu dikasih obat dan obatt pdhal gigi saya tdk ada keluhan cuma sudah posisi sangat miring kyk tiduran , yg aslinya gigi itu berdiri ini gigi saya sudah kayak tiduran ( paham kan ) terus saya dftr online dpt nmr antrian 17  estimasti layanan itu jam 12.00 , saya datang disitu belom sampai jam 11.00 tapi nomer antrian sudah 29 😌 dan saya ke loket minta print nmr antrian dan kalian tau apa ??? Saya dikasih yg umum tanpa bpjs pdhal saya dftar itu pakai bpjs ( waktu ngeprint saya lihatkan hp saya yg screen shootan pendftrn no antriannya) , disitu dia nyolottt katanya tadi suduh nanya ke saya kalau ada bpjs apa enggak 😏 katanya saya jwb gak ada atau apalah , pdhal saya jwb BPJSSSSSSSS , dengan raut muka petugas yg kayak SETANN JUDES OMONGANNYA ITU saya sudah emosi dengernya tapi saya tahann !!! Terus saya jwb ini kan sudah jelas bpjs di hp saya , eh mengelak dgn jwb biasanya emang begitu gak conect disini kadang kadang🤣 ini saya balik untuk cabut gigi sdh ke 5 kali tapi dikasih obat teruss 😃😃 kocak emang pdhal obatnya juga sudah saya minum dan balik lagi tapi masih ada aja alasannya yg menyuruh saya minum obat dan obatt , bahkan gak jadi cabut gigi saya suruh bersihkan karang gigi saja tapi tdk boleh karena tdk ada keluhan LAH KOCAKK !! Ngebadut semua nih"
PKM_SBY_025_R0284_46ed14e4,PKM_SBY_025,Siwalankerto,Surabaya,2,Surabaya | sedang | 2★,"Apakah bener klo ber obat beda kawasan atau beda kecamatan tidak boleh,sedangkan pkm paling dekat di pkm siwalan.kec wonocolo"
PKM_BTL_018_R0019_8d4b17fc,PKM_BTL_018,Pandak 2,Bantul,1,Bantul | pendek | 1★,"nunggu obat 2,5 jam woi, lama bgt jir"
PKM_SBY_059_R1123_58585c43,PKM_SBY_059,Tanah Kali Kedinding,Surabaya,1,Surabaya | sedang | 1★,"Parah sih ini di tlvo sampek 10 kali lebih , gak ada yang angkat sama sekali , lagi pandemi niat mau mengurangi keramaian tanya dlu lewat tlvo , gak ada respon sama sekali!"
PKM_SMG_020_R1104_42bcb343,PKM_SMG_020,Mijen,Semarang,1,Semarang | pendek | 1★,Puskesmas dengan pelayanan terburuk.
PKM_SBY_009_R0192_ab3b647a,PKM_SBY_009,Jemursari,Surabaya,1,Surabaya | panjang | 1★,"FARMASI BANYAK PETUGAS BUKANYA CEPET KERJA SIAPIN OBAT MALAH NGOBROL, SAYA NUNGGU 1JENIS OBAT 24MENIT, PADAHAL GK ADA JEDA ANTRIAN, KELUAR DR PEMERIKSAAN LNGSUNG KE FARMASI. 1JENIS OBAT 24 MENIT 4 PETUGAS DI DALAM WANITA SEMUA."
PKM_BTL_003_R0347_1b369278,PKM_BTL_003,Banguntapan 2,Bantul,2,Bantul | panjang | 2★,"Maaf nih saya terpaksa kasi bintang 2.. perlu diperbaiki pagi untuk informasi tentang pusk banguntapan 2 selama pandemi. 2 th yg lalu saya kesini bisa cek tdk bertindik bertato sama tdk cacat fisik.. uda jauh2 kesini ternyata sekarang gak melayani karna pandemi, harusnya ada informasi minimal di website atau bisa juga dimaps.. mohoh diperbaiki lgi 🙏🙏🙏"
PKM_SMG_002_R0473_3bd9778b,PKM_SMG_002,Bangetayu,Semarang,1,Semarang | sedang | 1★,"Dateng duluan TPI gk dilayani malah nglayani org yg baru datang .
Org"" nya gk ramah ."
PKM_SBY_040_R0746_abeb40f9,PKM_SBY_040,Ketabang,Surabaya,1,Surabaya | sedang | 1★,Tadi habis vaksin ke 2 di puskesmas ini ..pelayanan nya BURUK .. main hp terussss tuh tadii .mana ngegas lagi ngomong nya ...
PKM_SBY_037_R0119_32f82c78,PKM_SBY_037,Kalirungkut,Surabaya,1,Surabaya | panjang | 1★,"Beberapa hari yang lalu saya ke puskesmas untuk mengecek apakah bpjs saya sudah aktif di faskes kalirungkut atau belum, sekaligus periksa pengen tau seperti apa pelayanan di puskesmas dan membawa hasil rontgen dari rsi a.yani. dari awal masuk ke ruang poli umum sudah kelihatan raut wajah dari si dokter laki gemuk gaenak ke pasien, saya tunjukkan hasil rontgen dari rsi beserta bacaannya lalu dengan enteng mulut si dokter laki gemuk bilang kalau saya ndapapa sehat, alhamdulillah banget kalau saya sehat semoga dokter dan keluarganya tidak merasakan sakit yang saya rasakan yaa ..  tidak ikhlas rasanya membayar uang 20ribu ke puskesmas tersebut kalau tau pelayanan dari dokter seperti itu..."
